,Rndrng_NPI,Tot_Benes,Tot_Mdcr_Stdzd_Amt,Benef_Labels,Payment_Labels,Label3,Rndrng_Prvdr_Type
92360,1003063959,610,36952.95,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
92367,1003801788,640,43501.39,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92377,1003043746,565,44347.21000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92385,1003107558,923,36001.25,BeneficiarySegment4,PaymentSegment4,3,Family Practice
92404,1003043571,494,40842.3,BeneficiarySegment4,PaymentSegment4,3,Nephrology
92412,1003043647,661,61953.32,BeneficiarySegment4,PaymentSegment4,3,Gastroenterology
92422,1003829748,551,37258.38,BeneficiarySegment4,PaymentSegment4,3,Anesthesiology
92429,1003806829,1162,82610.67,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92443,1003802117,1100,74377.66,BeneficiarySegment4,PaymentSegment4,3,Obstetrics & Gynecology
92455,1003043712,890,80905.63999999998,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92467,1003098989,660,34785.509999999995,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92475,1003802141,627,39063.28999999999,BeneficiarySegment4,PaymentSegment4,3,General Practice
92493,1003802174,623,51452.39,BeneficiarySegment4,PaymentSegment4,3,Psychiatry
92498,1003802182,658,48004.770000000004,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
92508,1003073735,462,35436.89,BeneficiarySegment5,PaymentSegment4,3,Family Practice
92522,1003183617,750,78069.23,BeneficiarySegment4,PaymentSegment4,3,Nephrology
92530,1003173915,679,92383.05000000002,BeneficiarySegment4,PaymentSegment4,3,Diagnostic Radiology
92542,1003221490,505,60379.39,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
92546,1003830118,845,54704.95,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
92553,1003184128,781,74664.06,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92561,1003105719,836,61872.65,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
92576,1003176058,898,69394.98,BeneficiarySegment4,PaymentSegment4,3,Family Practice
92588,1003059676,710,53680.7,BeneficiarySegment4,PaymentSegment4,3,Gastroenterology
92603,1003178146,637,44919.34999999999,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
92621,1003077900,370,54935.03,BeneficiarySegment5,PaymentSegment4,3,Neurology
92628,1003123530,617,54793.35,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92638,1003077009,449,39146.04,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
92653,1003816422,629,59918.96,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92657,1003027202,538,49911.09,BeneficiarySegment4,PaymentSegment4,3,Anesthesiology
92672,1003072943,1183,88615.43000000001,BeneficiarySegment4,PaymentSegment4,3,Critical Care (Intensivists)
92696,1003072919,528,39300.75,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
92701,1003397654,1074,39545.62,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
92721,1003841081,751,36305.10999999999,BeneficiarySegment4,PaymentSegment4,3,Family Practice
92742,1003123548,640,60521.96,BeneficiarySegment4,PaymentSegment4,3,Nephrology
92751,1003255431,573,42905.18,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
92762,1003161472,592,41989.189999999995,BeneficiarySegment4,PaymentSegment4,3,Urology
92775,1003161480,777,60591.97,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
92785,1003841446,629,95358.76000000002,BeneficiarySegment4,PaymentSegment4,3,Ophthalmology
92798,1003125188,577,35047.97,BeneficiarySegment4,PaymentSegment4,3,Optometry
92808,1003161811,741,50324.54,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
92813,1003808916,596,42946.38,BeneficiarySegment4,PaymentSegment4,3,Anesthesiology
92830,1003228669,1184,35748.48,BeneficiarySegment4,PaymentSegment4,3,Family Practice
92855,1003073586,1006,69876.98,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92867,1003124280,628,69504.08,BeneficiarySegment4,PaymentSegment4,3,Gastroenterology
92886,1003808858,781,42084.99,BeneficiarySegment4,PaymentSegment4,3,Family Practice
92898,1003816208,1026,87615.67,BeneficiarySegment4,PaymentSegment4,3,Nephrology
92913,1003073560,747,44598.759999999995,BeneficiarySegment4,PaymentSegment4,3,Family Practice
92931,1003816372,684,43994.009999999995,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92943,1003817412,926,77810.97,BeneficiarySegment4,PaymentSegment4,3,Radiation Oncology
92962,1003227166,888,92960.45,BeneficiarySegment4,PaymentSegment4,3,Family Practice
92970,1003837766,601,83312.57,BeneficiarySegment4,PaymentSegment4,3,Ophthalmology
92977,1003837626,527,52281.81,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92985,1003227141,592,42819.03,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93001,1003817529,1062,63391.659999999996,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93015,1003033051,539,61011.61,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
93021,1003033119,776,35230.93,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
93029,1003839127,954,71161.56,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
93034,1003162314,678,43725.24,BeneficiarySegment4,PaymentSegment4,3,"Psychologist, Clinical"
93040,1003258237,787,54428.43000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93049,1003073552,632,77543.79000000001,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
93053,1003841057,766,34718.91,BeneficiarySegment4,PaymentSegment4,3,Centralized Flu
93061,1003026410,1009,57905.090000000004,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93078,1003026469,776,75087.02,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93084,1003073461,1061,44753.65,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93093,1003073438,966,94907.05,BeneficiarySegment4,PaymentSegment4,3,Radiation Oncology
93114,1003396714,513,57955.369999999995,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93118,1003816323,573,75222.62,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
93122,1003840885,690,42887.689999999995,BeneficiarySegment4,PaymentSegment4,3,Critical Care (Intensivists)
93138,1003162256,882,37359.549999999996,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93143,1003351651,884,53377.280000000006,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93152,1003161894,1145,65813.0,BeneficiarySegment4,PaymentSegment4,3,Certified Clinical Nurse Specialist
93165,1003351586,775,59672.57,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93173,1003072604,1038,82547.63,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
93186,1003840240,772,75212.74,BeneficiarySegment4,PaymentSegment4,3,Anesthesiology
93214,1003808767,1060,47777.85999999999,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
93234,1003122573,542,39040.90000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93240,1003228438,1202,43790.119999999995,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93269,1003808734,518,39665.78999999999,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93284,1003816687,703,39188.130000000005,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93298,1003122441,561,63288.100000000006,BeneficiarySegment4,PaymentSegment4,3,Critical Care (Intensivists)
93311,1003163148,685,86997.06,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
93317,1003072612,916,92766.94,BeneficiarySegment4,PaymentSegment4,3,Pulmonary Disease
93333,1003816844,989,70826.75,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93346,1013995562,327,36487.57,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
93350,1003228230,1019,50870.920000000006,BeneficiarySegment4,PaymentSegment4,3,Podiatry
93366,1003194382,620,53526.439999999995,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93377,1003094103,765,48140.649999999994,BeneficiarySegment4,PaymentSegment4,3,Nuclear Medicine
93392,1003065178,606,76098.64,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
93397,1003800020,812,39370.99999999999,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
93413,1003213604,742,65390.990000000005,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93422,1003807538,928,62870.97000000001,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
93440,1003112426,618,63229.06,BeneficiarySegment4,PaymentSegment4,3,Anesthesiology
93442,1003195686,1017,83747.82999999999,BeneficiarySegment4,PaymentSegment4,3,Cardiology
93456,1013995497,355,73120.18000000001,BeneficiarySegment5,PaymentSegment4,3,General Surgery
93465,1003255910,752,71778.73000000001,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93480,1003228446,701,45190.74,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93488,1003841255,682,66460.52,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93499,1003816265,664,61359.64999999999,BeneficiarySegment4,PaymentSegment4,3,Hand Surgery
93514,1003396391,734,46637.93,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93522,1003091539,474,42338.15,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93529,1003027228,1037,51275.630000000005,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93539,1003840513,706,38766.17999999999,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93555,1003163486,770,57910.29,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93571,1003839796,1112,45724.16,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93587,1003839770,600,36775.31,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
93594,1003256397,775,87795.34,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
93598,1003163403,758,52638.74999999999,BeneficiarySegment4,PaymentSegment4,3,Anesthesiology
93616,1003180324,794,68065.73999999999,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93625,1003122003,907,72267.94,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
93636,1003027764,747,48544.72,BeneficiarySegment4,PaymentSegment4,3,Medical Oncology
93649,1003228131,846,53666.09,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93662,1003027947,592,58470.77,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
93667,1003839291,769,54284.73,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
93673,1003163932,638,92207.09999999999,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
93677,1003839846,741,36927.96,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
93684,1003256173,724,60400.39,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
93690,1003250002,324,44690.810000000005,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
93701,1003093832,667,35946.88,BeneficiarySegment4,PaymentSegment4,3,Allergy/ Immunology
93713,1003820820,932,65545.67,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93727,1003032202,956,57119.8,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
93747,1003972183,398,36915.79,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
93752,1003824632,1073,66622.22,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93768,1003803966,951,56910.429999999986,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93791,1003059783,658,59144.96,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
93796,1003803974,987,43396.299999999996,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93803,1003050154,741,61705.1,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
93813,1003824376,617,45485.09,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93819,1003050204,830,57918.69,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
93840,1003807041,1070,79264.54000000002,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93857,1003811894,1037,50408.31,BeneficiarySegment4,PaymentSegment4,3,Podiatry
93878,1003177965,783,43844.68,BeneficiarySegment4,PaymentSegment4,3,Cardiology
93890,1003841537,636,75144.56999999999,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
93896,1003029562,468,39203.54,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93903,1003286436,725,46646.04,BeneficiarySegment4,PaymentSegment4,3,Family Practice
93919,1003195256,645,50532.270000000004,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
93928,1003120528,1208,38499.99,BeneficiarySegment4,PaymentSegment4,3,Diagnostic Radiology
93950,1003120502,1032,70638.04,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
93967,1003817065,538,38834.53,BeneficiarySegment4,PaymentSegment4,3,General Surgery
93973,1003079088,410,41312.36,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
93981,1003071325,688,43697.350000000006,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93993,1003030297,1229,59823.92,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
93999,1003817172,1204,61096.94,BeneficiarySegment4,PaymentSegment4,3,Obstetrics & Gynecology
94026,1003817073,1043,38392.41,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94050,1003824673,854,90074.1,BeneficiarySegment4,PaymentSegment4,3,Nephrology
94059,1003806217,595,45743.87,BeneficiarySegment4,PaymentSegment4,3,Infectious Disease
94067,1003824210,773,41644.45,BeneficiarySegment4,PaymentSegment4,3,Hematology-Oncology
94076,1003804121,588,43536.899999999994,BeneficiarySegment4,PaymentSegment4,3,Optometry
94085,1003824160,689,40603.369999999995,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
94094,1003178294,746,57122.399999999994,BeneficiarySegment4,PaymentSegment4,3,Nephrology
94102,1003050691,1252,46421.54,BeneficiarySegment4,PaymentSegment4,3,Pathology
94115,1003823980,1162,46505.619999999995,BeneficiarySegment4,PaymentSegment4,3,Centralized Flu
94122,1003274440,854,56381.5,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
94134,1003803834,606,40385.439999999995,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
94146,1003268905,471,36683.909999999996,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
94154,1003824699,753,67903.32,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
94162,1003218520,838,35729.04,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
94176,1003823808,1231,50896.23000000001,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94189,1003104118,1227,61381.219999999994,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
94209,1003804162,605,50225.9,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
94227,1003181611,948,50919.600000000006,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
94247,1003325648,681,39807.8,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
94262,1003804006,627,47402.87000000001,BeneficiarySegment4,PaymentSegment4,3,General Surgery
94280,1003049289,712,48897.509999999995,BeneficiarySegment4,PaymentSegment4,3,Cardiology
94293,1013992734,422,35020.33,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
94298,1003104571,625,39897.14,BeneficiarySegment4,PaymentSegment4,3,Optometry
94307,1003216623,752,53452.31999999999,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
94314,1003838707,642,95762.49,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
94321,1003817180,679,68586.67,BeneficiarySegment4,PaymentSegment4,3,Gastroenterology
94333,1003346032,799,51636.03999999999,BeneficiarySegment4,PaymentSegment4,3,Optometry
94345,1003808320,1025,58759.560000000005,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
94367,1003078528,447,34923.56,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
94372,1003836958,580,61833.35,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
94377,1003166000,735,46400.37,BeneficiarySegment4,PaymentSegment4,3,Ophthalmology
94385,1003031261,778,65119.48999999999,BeneficiarySegment4,PaymentSegment4,3,Hand Surgery
94400,1003808312,820,36033.159999999996,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94417,1003817776,642,51640.93999999999,BeneficiarySegment4,PaymentSegment4,3,Ophthalmology
94428,1003836800,601,34908.299999999996,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
94438,1003836784,1024,55470.369999999995,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94456,1003033671,1031,52210.97,BeneficiarySegment4,PaymentSegment4,3,Optometry
94467,1003836768,933,60467.14,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94485,1003257999,581,57642.6,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
94496,1003836669,920,73840.32,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
94514,1003836651,1038,77095.66,BeneficiarySegment4,PaymentSegment4,3,Cardiology
94530,1003227018,903,35752.100000000006,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94548,1003093949,674,40830.52,BeneficiarySegment4,PaymentSegment4,3,Pulmonary Disease
94567,1003033135,658,56043.119999999995,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94577,1003817552,1123,81171.77999999998,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
94596,1003194861,583,39056.670000000006,BeneficiarySegment4,PaymentSegment4,3,Optometry
94608,1003838020,723,75276.84000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
94618,1003836727,651,53420.729999999996,BeneficiarySegment4,PaymentSegment4,3,Gastroenterology
94627,1003837006,705,62750.51999999999,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94638,1003033390,1084,82806.54,BeneficiarySegment4,PaymentSegment4,3,Interventional Cardiology
94649,1003033317,625,55444.05999999999,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
94656,1013992965,437,49496.950000000004,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
94661,1003030628,1165,94306.09999999999,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
94666,1003345067,748,42575.9,BeneficiarySegment4,PaymentSegment4,3,Optometry
94679,1003838343,990,41423.36,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
94695,1003838293,1106,57469.17,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94709,1003078619,393,49530.58,BeneficiarySegment5,PaymentSegment4,3,Critical Care (Intensivists)
94713,1003121401,556,44274.950000000004,BeneficiarySegment4,PaymentSegment4,3,Cardiology
94724,1003028101,950,46727.12000000001,BeneficiarySegment4,PaymentSegment4,3,Podiatry
94733,1003028150,665,37111.32,BeneficiarySegment4,PaymentSegment4,3,Family Practice
94745,1003839002,1159,49323.87,BeneficiarySegment4,PaymentSegment4,3,General Practice
94764,1003808601,670,56726.35,BeneficiarySegment4,PaymentSegment4,3,Gastroenterology
94776,1003256736,969,71823.70000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
94792,1003029026,818,40715.7,BeneficiarySegment4,PaymentSegment4,3,Ophthalmology
